,productname,prices,Description,Reviews
278,"Google Pixel 10 Pro XL (Moonstone, 256 GB)","₹1,24,999",16 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Quad HD+ Display48MP + 48MP + 48MP | 42MP Front Camera5200 mAh BatteryTensor G5 Processor1 Year Domestic Warranty,4.5
279,"OnePlus Nord 4 5G (Obsidian Midnight, 256 GB)","₹35,999",12 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Display50MP Rear Camera5500 mAh Battery1 Year,4.5
280,"Samsung Galaxy A54 5G (Awesome Violet, 128 GB)","₹32,800","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1380, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",4.3
281,"OPPO F31 Pro+ 5G (Gemstone Blue, 256 GB)","₹34,999",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 32MP Front Camera7000 mAh Battery7 Gen 3 Mobile Platform Processor1 Year brand warranty,4.3
282,"REDMI Note-14 Pro+ 5G (Phantom Purple, 128 GB)","₹30,999",8 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 8MP | 20MP Front Camera6200 mAh Battery7s Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
283,"vivo V40 Pro 5G (Ganges Blue, 512 GB)","₹55,999",12 GB RAM | 512 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 50MP | 50MP Front Camera5500 mAh BatteryDimensity 9200+ Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5
284,"Nothing Phone (3) (Black, 512 GB)","₹89,999",16 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 50MP | 50MP Front Camera5500 mAh Battery8s Gen 4 Mobile Platform Processor1 Year Manufacturing Warranty,4.4
285,"Nothing Phone (3) (White, 256 GB)","₹79,999",12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 50MP | 50MP Front Camera5500 mAh Battery8s Gen 4 Mobile Platform Processor1 Year Manufacturing Warranty,4.4
286,"Nothing Phone (3) (White, 512 GB)","₹89,999",16 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 50MP | 50MP Front Camera5500 mAh Battery8s Gen 4 Mobile Platform Processor1 Year Manufacturing Warranty,4.4
287,"OPPO F31 Pro+ 5G (Himalayan White, 256 GB)","₹34,999",12 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 32MP Front Camera7000 mAh Battery7 Gen 3 Mobile Platform Processor1 Year brand warranty,4.3
288,"OPPO Find X9 (Velvet Red, 256 GB)","₹74,999",12 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Full HD+ AMOLED Display50MP + 50MP + 50MP + 2MP | 32MP Front Camera7025 mAh BatteryDimensity 9500 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.6
289,"OPPO F31 Pro+ 5G (Festival Pink, 256 GB)","₹32,999",8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 32MP Front Camera7000 mAh Battery7 Gen 3 Mobile Platform Processor1 Year brand warranty,4.4
290,"OnePlus 13 (Midnight Ocean, 256 GB)","₹63,835","12 GB RAM | 256 GB ROM17.32 cm (6.82 inch) Quad HD+ Display50MP + 50MP + 50MP | 32MP Front Camera6000 mAh BatterySnapdragon® 8 Elite Processor1 Year Warranty
1 year manufacturer warranty for device and 1 year manufacturer warranty for in-box accessories including batteries from the date of purchase",4.5
291,"Honor 200 5G (Black, 512 GB)","₹34,999",12 GB RAM | 512 GB ROM17.02 cm (6.7 inch) Full HD+ Super AMOLED Display50MP + 50MP + 12MP | 50MP Front Camera5200 mAh BatterySnapdragon 7 Gen 3 Processor1 year manufacturer's warranty for handset & 6 months for accessories,4.4
292,"REDMI Note 14 Pro+ 5G (Phantom Purple, 256 GB)","₹33,247",8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 8MP | 20MP Front Camera6200 mAh Battery7s Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
293,"OPPO Find X9 (Titanium Grey, 256 GB)","₹74,999",12 GB RAM | 256 GB ROM16.74 cm (6.59 inch) Full HD+ AMOLED Display50MP + 50MP + 50MP + 2MP | 32MP Front Camera7025 mAh BatteryDimensity 9500 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.6
294,"OPPO Find X9 (Titanium Grey, 512 GB)","₹84,999",16 GB RAM | 512 GB ROM16.74 cm (6.59 inch) Full HD+ AMOLED Display50MP + 50MP + 50MP + 2MP | 32MP Front Camera7025 mAh BatteryDimensity 9500 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.7
295,"OPPO Find X9 (Space Black, 512 GB)","₹84,999",16 GB RAM | 512 GB ROM16.74 cm (6.59 inch) Full HD+ AMOLED Display50MP + 50MP + 50MP + 2MP | 32MP Front Camera7025 mAh BatteryDimensity 9500 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.7
296,"Samsung Galaxy A36 5G (Awesome White, 256 GB)","₹35,499",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP | 12MP Front Camera5000 mAh BatteryQualcomm Snapdragon 6 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3
297,"Samsung Galaxy A56 5G (Awesome Light Gray, 256 GB)","₹40,998",8 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 12MP + 5MP | 12MP Front Camera5000 mAh BatterySamsung Exynos 1580 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.4
298,"Samsung Galaxy S25 Ultra 5G (Titanium Silverblue, 512 GB)","₹1,41,999",12 GB RAM | 512 GB ROM17.53 cm (6.9 inch) Quad HD+ Display200MP + 50MP + 50MP + 10MP | 12MP Front Camera5000 mAh Battery8 Elite for Galaxy Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.6
299,"Apple iPhone 14 Plus (Blue, 128 GB)","₹69,900","128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 year warranty for phone and 1 year warranty for in Box Accessories.",4.6
300,"OPPO K13 Turbo Pro 5G (Silver Knight, 256 GB)","₹34,999",8 GB RAM | 256 GB ROM17.27 cm (6.8 inch) Full HD+ Display50MP + 2MP | 16MP Front Camera7000 mAh Battery8s Gen 4 Mobile Platform Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.2
301,"REDMI Note-14 Pro+ 5G (Spectre Blue, 512 GB)","₹30,899",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display50MP + 50MP + 8MP | 20MP Front Camera6200 mAh Battery7s Gen 3 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.4
302,"Samsung Galaxy S23 FE (Mint, 128 GB)","₹33,291",8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP | 10MP Front Camera4500 mAh BatterySamsung Exynos 2200 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.4
303,"vivo V40 Pro 5G (Ganges Blue, 256 GB)","₹44,999",8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP + 50MP | 50MP Front Camera5500 mAh BatteryDimensity 9200+ Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.5
304,"OnePlus 11 5G (Marble Odyssey, 256 GB)","₹40,950",16 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh Battery1 Year Warranty For Phone and 6 Months Warranty for in-box Accessories,4.5
305,"Samsung Galaxy F55 5G (Raisin Black, 256 GB)","₹30,999",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 50MP Front Camera5000 mAh Battery7 Gen 1 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.1
306,"REDMI Note 13 Pro+ 5G (Fusion White, 512 GB)","₹31,947",12 GB RAM | 512 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3
307,"realme GT 7 Pro (Grey, 256 GB)","₹50,999",12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5800 mAh Battery1 Year,4.2
308,"vivo V60 5G (Moonlit Blue, 256 GB)","₹39,599",12 GB RAM | 256 GB ROM17.2 cm (6.77 inch) Display50MP + 8MP + 50MP | 50MP Front Camera6500 mAh Battery7 Gen 4 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5
309,"vivo V25 Pro 5G (Pure Black, 128 GB)","₹35,999",8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4830 mAh Lithium BatteryMediatek Dimensity 1300 ProcessorColor Changing Fluorite AG Glass Design120 Hz 3D Curve Display1 Year on Handset and 6 Months on Accessories,4.3
310,"vivo V25 Pro 5G (Sailing Blue, 128 GB)","₹35,999",8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4830 mAh Lithium BatteryMediatek Dimensity 1300 ProcessorColor Changing Fluorite AG Glass Design120 Hz 3D Curve Display1 Year on Handset and 6 Months on Accessories,4.3
311,"OPPO RENO 13 5G (White / Ivory White, 128 GB)","₹35,890",8 GB RAM | 128 GB ROM16.74 cm (6.59 inch) Display50MP Rear Camera5600 mAh Battery1 Year Warranty on Handset and 6 Months Warranty on Accessories,4.2
